Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year
Audi,4800,other,207,2,Petrol,yes,2002
BMW,3999,sedan,238,1.8,Petrol,yes,1996
Toyota,35500,crossover,165,4,Gas,yes,2011
Toyota,13500,sedan,158,2.4,Gas,yes,2008
Mercedes-Benz,17500,sedan,130,3,Petrol,yes,2007
Mercedes-Benz,59999,sedan,11,4.7,Petrol,yes,2012
Mercedes-Benz,7999,van,255,2.2,Diesel,yes,2004
Toyota,16000,sedan,89,1.8,Other,yes,2011
BMW,5850,sedan,250,4.5,Gas,yes,2001
Renault,7999,van,154,1.5,Diesel,yes,2008
Renault,8900,van,181,1.9,Diesel,yes,2006
BMW,43719,crossover,0,2,Petrol,yes,2016
Volkswagen,8800,van,193,2.5,Diesel,yes,2005
Volkswagen,9990,van,194,1.6,Diesel,yes,2011
Volkswagen,17999,sedan,80,1.8,Petrol,yes,2012
Mercedes-Benz,37500,other,94,5.5,Petrol,yes,2009
Audi,20500,sedan,155,3,Petrol,yes,2010
Audi,4999,crossover,242,2.5,Diesel,no,2003
Mercedes-Benz,4100,crossover,1,3.5,Petrol,yes,2007
Mercedes-Benz,17499,sedan,145,1.8,Petrol,yes,2008
Audi,8200,other,326,2.5,Diesel,yes,2002
Volkswagen,7000,sedan,185,2.8,Gas,yes,2004
Volkswagen,9200,vagon,107,1.6,Petrol,yes,2010
Volkswagen,4000,hatch,105,2,Other,yes,2013
Renault,17500,crossover,20,1.5,Diesel,yes,2016
BMW,1950,sedan,162,1.6,Petrol,no,1995
Audi,11000,other,120,1.8,Petrol,yes,2000
Audi,7750,sedan,259,3,Diesel,no,2005
Mercedes-Benz,NA,sedan,6,3,Diesel,yes,2014
Volkswagen,24300,sedan,1,1.6,Diesel,yes,2016
Renault,4100,van,190,1.9,Diesel,yes,2002
Mercedes-Benz,69900,crossover,69,3,Diesel,yes,2014
Volkswagen,29999,other,129,2,Diesel,yes,2014
Renault,11999,vagon,188,1.5,Other,yes,2012
Volkswagen,13900,vagon,122,1.4,Gas,yes,2013
BMW,8900,vagon,274,2,Diesel,no,2007
Audi,26000,sedan,105,2,Petrol,yes,2012
BMW,2700,other,287,2.5,Diesel,no,1998
Mitsubishi,9700,crossover,45,NA,Other,yes,2001
Toyota,12500,sedan,140,3.5,Gas,yes,2007
BMW,4500,sedan,28,1.9,Petrol,yes,1995
Toyota,88000,crossover,3,4.5,Diesel,yes,2016
Mitsubishi,8700,sedan,143,2,Gas,yes,2007
Volkswagen,NA,van,124,1.6,Diesel,yes,2013
Volkswagen,17200,van,230,3.2,Gas,yes,2008
Toyota,30600,crossover,39,2.2,Diesel,yes,2014
Mercedes-Benz,15300,sedan,240,2.2,Diesel,yes,2006
Toyota,73900,crossover,1,4.5,Diesel,yes,2016
Volkswagen,12500,sedan,84,2,Petrol,yes,2007
Mercedes-Benz,30500,crossover,150,5.5,Petrol,yes,2002
Audi,NA,sedan,280,4.2,Petrol,yes,2000
BMW,64900,crossover,73,3,Diesel,yes,2013
Toyota,11200,sedan,179,2.4,Petrol,yes,2006
BMW,9900,other,93,2.5,Petrol,yes,2003
Mercedes-Benz,55000,sedan,34,2.2,Diesel,yes,2011
Volkswagen,3000,vagon,250,1.9,Diesel,yes,1992
BMW,33000,sedan,147,3,Diesel,yes,2009
Renault,13000,hatch,75,2,Petrol,yes,2013
Mercedes-Benz,33900,other,102,5,Petrol,yes,2008
Mercedes-Benz,NA,vagon,100,3,Diesel,yes,2014
BMW,17500,crossover,210,3,Diesel,yes,2005
Audi,33000,crossover,60,2,Petrol,yes,2011
Volkswagen,11999,sedan,240,1.6,Petrol,yes,2010
Toyota,14700,sedan,141,3.5,Petrol,yes,2008
Audi,2600,vagon,253,1.8,Gas,no,1997
BMW,10900,sedan,375,4.4,Gas,yes,2001
Toyota,99999,crossover,0,4.5,Diesel,yes,2016
Toyota,3900,hatch,160,1,Petrol,yes,1999
Renault,5700,van,275,1.9,Diesel,yes,2002
Audi,90999,sedan,4,3,Diesel,yes,2015
Mercedes-Benz,25500,sedan,137,2.2,Diesel,yes,2012
BMW,3300,sedan,360,2.5,Petrol,yes,1992
Toyota,28700,crossover,80,3.5,Gas,yes,2012
Volkswagen,9300,van,200,1.6,Diesel,yes,2011
Toyota,9400,sedan,148,1.8,Gas,yes,2008
Audi,23000,crossover,180,3.6,Gas,yes,2007
BMW,4500,sedan,370,4,Petrol,yes,1993
Mitsubishi,23900,crossover,1,1.8,Petrol,yes,2015
Mercedes-Benz,107999,crossover,0,3,Diesel,yes,2016
Volkswagen,12900,sedan,157,1.8,Gas,yes,2008
Mercedes-Benz,14900,van,211,2.2,Other,yes,2012
Volkswagen,15900,other,160,1.8,Petrol,yes,2010
Volkswagen,9300,van,154,2,Gas,yes,2010
Renault,1900,vagon,200,2,Gas,yes,1987
Mercedes-Benz,7000,other,260,2.2,Diesel,yes,2000
Mitsubishi,14700,crossover,240,3.2,Diesel,yes,2006
Mercedes-Benz,160000,other,8,4.6,Petrol,yes,2015
Toyota,21800,crossover,63,2,Petrol,yes,2013
Audi,68000,crossover,20,3,Petrol,yes,2014
Mercedes-Benz,7000,sedan,370,2.2,Petrol,yes,1995
Mercedes-Benz,70000,other,21,6,Petrol,yes,2008
Volkswagen,22000,sedan,65,2,Petrol,yes,2012
Mercedes-Benz,18900,other,50,3.5,Petrol,yes,2005
BMW,9700,sedan,267,2,Diesel,yes,2002
Volkswagen,4850,vagon,300,1.9,Diesel,yes,1998
Mercedes-Benz,8700,other,260,2.2,Diesel,yes,2003
Toyota,14700,sedan,139,3.5,Petrol,yes,2008
Volkswagen,23999,sedan,1,1.6,Diesel,yes,2016
Mitsubishi,24500,crossover,11,2.5,Diesel,yes,2012
Mercedes-Benz,23500,van,161,2.2,Diesel,yes,2011
Volkswagen,10000,van,160,1.6,Diesel,yes,2012
Volkswagen,9700,van,255,2.5,Diesel,yes,2002
Renault,7000,vagon,280,1.5,Diesel,yes,2005
Renault,1550,other,245,2,Petrol,no,1998
Audi,15000,sedan,38,NA,Diesel,no,2015
Mercedes-Benz,47600,van,0,2.2,Diesel,yes,2016
Toyota,27000,other,105,2.5,Diesel,yes,2013
BMW,65000,crossover,0,2.5,Diesel,yes,2016
BMW,29999,sedan,130,NA,Petrol,yes,2009
Renault,20007,sedan,2,1.5,Diesel,yes,2015
Volkswagen,15500,crossover,167,3.2,Petrol,yes,2006
Volkswagen,3999,hatch,152,1,Petrol,yes,2000
BMW,19990,sedan,1,2,Diesel,yes,2008
Mercedes-Benz,38000,sedan,42,1.6,Petrol,yes,2014
Mercedes-Benz,NA,crossover,0,3,Petrol,yes,2016
Volkswagen,20477.54,van,1,1.6,Diesel,yes,2015
Volkswagen,9650,vagon,200,1.4,Gas,yes,2009
BMW,37500,crossover,115,3,Diesel,yes,2008
Mercedes-Benz,12700,van,193,2.2,Diesel,yes,2011
BMW,NA,sedan,259,3,Diesel,yes,2001
Toyota,4500,hatch,207,1.3,Petrol,yes,1995
Mercedes-Benz,2400,sedan,3,3,Diesel,yes,1998
Mercedes-Benz,6999,sedan,330,2,Petrol,yes,1997
Volkswagen,8900,van,169,1.9,Diesel,yes,2008
Mitsubishi,7999,sedan,78,1.5,Gas,yes,2011
Volkswagen,13500,van,124,2,Diesel,yes,2013
Audi,1999,sedan,400,1.6,Diesel,yes,1986
Mercedes-Benz,109999,crossover,1,3,Diesel,yes,2016
Mercedes-Benz,14100,van,138,2.2,Diesel,yes,2009
Volkswagen,4600,other,290,1.9,Diesel,yes,1995
Mercedes-Benz,3250,sedan,250,4,Diesel,no,2002
Mercedes-Benz,19500,sedan,157,3.5,Petrol,yes,2006
Audi,2300,vagon,25,2.5,Diesel,no,1999
Toyota,11700,sedan,131,2.4,Petrol,yes,2007
Audi,7000,vagon,210,3,Diesel,no,2006
BMW,6950,sedan,320,4.4,Gas,yes,1997
Mitsubishi,4500,sedan,300,1.6,Gas,yes,2000
Renault,12500,vagon,150,1.5,Diesel,yes,2011
BMW,2200,sedan,290,2.5,Gas,yes,1997
Renault,10750,hatch,136,1.5,Diesel,yes,2011
Mitsubishi,8400,sedan,91,1.5,Petrol,yes,2009
Volkswagen,28500,sedan,50,2,Petrol,yes,2013
BMW,44800,sedan,63,4.4,Petrol,yes,2012
Toyota,11707.8,hatch,1,1,Petrol,yes,2016
Toyota,NA,sedan,21,2.5,Petrol,yes,2015
BMW,32500,sedan,131,2,Diesel,yes,2010
Renault,10500,vagon,165,1.5,Diesel,yes,2012
Mercedes-Benz,11999,other,215,2.2,Diesel,yes,2007
Mercedes-Benz,20300,sedan,198,1.8,Gas,yes,2011
BMW,6100,sedan,205,1.8,Petrol,yes,2001
Volkswagen,12300,other,248,1.9,Diesel,yes,2010
Mercedes-Benz,2400,sedan,237,3.8,Petrol,yes,1983
Toyota,11750,sedan,69,1.6,Petrol,yes,2013
BMW,52300,sedan,55,3,Diesel,yes,2013
Audi,30900,crossover,70,2,Petrol,yes,2012
Volkswagen,5200,van,235,2,Diesel,yes,2005
BMW,26800,sedan,47,2,Petrol,yes,2013
Volkswagen,74000,crossover,1,3,Diesel,yes,2015
Renault,10700,van,150,1.9,Diesel,yes,2006
Mercedes-Benz,17500,vagon,113,2.2,Diesel,yes,2010
Toyota,30800,crossover,56,2.7,Gas,yes,2011
Volkswagen,2800,hatch,140,1.4,Petrol,no,2002
Mercedes-Benz,12600,sedan,123,3.2,Petrol,yes,2000
Volkswagen,17500,sedan,144,1.4,Petrol,yes,2012
Toyota,68000,crossover,67,4.5,Diesel,yes,2012
Toyota,34000,crossover,44,3.5,Petrol,yes,2012
Toyota,28900,crossover,20,2.5,Petrol,yes,2013
Volkswagen,9900,van,230,1.9,Diesel,yes,2008
Toyota,46500,other,4,3,Diesel,yes,2016
BMW,24700,other,85,4.4,Petrol,yes,2004
Volkswagen,3400,van,175,1.4,Petrol,yes,2003
Mitsubishi,7700,sedan,139,1.5,Petrol,yes,2008
Toyota,19000,crossover,263,4.2,Diesel,yes,2001
Mercedes-Benz,NA,sedan,62,3,Diesel,yes,2013
BMW,3500,sedan,185,2,Diesel,no,2002
Volkswagen,14800,other,177,2,Diesel,yes,2012
Mitsubishi,36000,crossover,0,2.4,Petrol,yes,2016
Volkswagen,13995,van,147,1.6,Diesel,yes,2013
Toyota,9900,sedan,130,2.3,Gas,yes,2006
Mitsubishi,7500,hatch,138,1.3,Petrol,yes,2008
Volkswagen,24800,sedan,2,1.6,Diesel,yes,2016
Renault,7100,hatch,127,2,Gas,yes,2006
Toyota,45000,crossover,80,4,Petrol,yes,2013
Mercedes-Benz,2499,sedan,300,3,Diesel,no,1999
Mitsubishi,9500,sedan,136,2,Petrol,yes,2008
BMW,21000,sedan,186,3,Petrol,yes,2007
Volkswagen,11450,van,140,2,Diesel,yes,2010
Volkswagen,66346,crossover,0,3,Diesel,yes,2016
Volkswagen,8200,hatch,164,1.4,Petrol,yes,2008
BMW,11700,sedan,316,NA,Diesel,yes,2001
Renault,4599,van,190,1.5,Diesel,yes,2003
Volkswagen,8900,sedan,62,1.6,Petrol,yes,2012
Toyota,13900,hatch,79,1.6,Gas,yes,2012
BMW,5500,sedan,200,3.5,Gas,yes,1998
Mercedes-Benz,5500,sedan,360,2,Gas,yes,1994
BMW,14500,sedan,215,NA,Petrol,yes,2006
Audi,3300,sedan,300,1.8,Gas,yes,1987
Volkswagen,5950,van,213,1.6,Gas,yes,2008
Mitsubishi,18999,crossover,173,3.8,Gas,yes,2008
Mercedes-Benz,124000,crossover,0,3,Petrol,yes,2016
Volkswagen,11500,sedan,130,2,Diesel,yes,2008
Mercedes-Benz,4500,sedan,240,3.2,Other,no,2005
BMW,34900,crossover,35,3,Petrol,yes,2011
Mitsubishi,12999,crossover,84,2.4,Petrol,yes,2009
Toyota,20900,crossover,180,4.7,Gas,yes,2004
Audi,NA,sedan,370,2.6,Other,yes,1997
Mercedes-Benz,26900,sedan,150,5.5,Petrol,yes,2008
Volkswagen,49999,van,59,2,Diesel,yes,2014
Mercedes-Benz,4000,crossover,287,4,Diesel,no,2003
Volkswagen,52300,crossover,19,3,Diesel,yes,2014
Mercedes-Benz,29500,sedan,37,1.8,Petrol,yes,2012
Volkswagen,19100,other,120,1.4,Petrol,yes,2012
BMW,45500,other,26,2,Diesel,yes,2015
Toyota,4000,sedan,243,2,Gas,yes,1987
BMW,7200,sedan,255,2.8,Petrol,yes,1998
Volkswagen,1900,vagon,504,1.6,Gas,yes,1988
BMW,24700,vagon,142,2,Diesel,yes,2012
Toyota,21000,crossover,74,2,Petrol,yes,2011
Mitsubishi,14500,crossover,90,3,Petrol,yes,2008
Mercedes-Benz,13800,sedan,222,3,Gas,yes,2007
Volkswagen,25999,sedan,60,1.8,Petrol,yes,2014
Volkswagen,9555,sedan,174,2,Petrol,yes,2007
Renault,9700,van,152,2,Diesel,yes,2010
Renault,11700,van,150,2.3,Diesel,yes,2012
Volkswagen,5300,vagon,259,1.6,Gas,yes,1995
Toyota,8700,hatch,140,NA,Petrol,yes,2008
Audi,22500,sedan,159,5.2,Petrol,yes,2008
Renault,8300,van,221,1.5,Diesel,yes,2009
Volkswagen,4900,van,198,1.6,Petrol,no,2004
Volkswagen,2850,vagon,450,1.6,Diesel,yes,1988
Volkswagen,4999,van,225,NA,Other,no,2003
BMW,8100,sedan,245,2,Diesel,no,2007
Volkswagen,4400,sedan,290,1.8,Gas,yes,1997
BMW,9500,crossover,110,3,Diesel,no,2008
Audi,9500,vagon,160,2.7,Gas,yes,2003
Toyota,4350,sedan,35,2.2,Gas,yes,1999
Volkswagen,10000,van,224,2.5,Diesel,yes,2006
BMW,65000,crossover,58,4.4,Petrol,yes,2014
Toyota,1750,hatch,270,1.6,Petrol,yes,1985
Renault,8200,hatch,79,1.6,Petrol,yes,2008
Volkswagen,22000,crossover,98,2,Diesel,yes,2013
Volkswagen,13300.95,sedan,0,1.6,Petrol,yes,2016
Volkswagen,9300,vagon,150,2,Petrol,yes,2008
Audi,12000,sedan,9,NA,Petrol,no,2015
Volkswagen,6700,van,300,2.4,Diesel,yes,2000
Mercedes-Benz,3900,sedan,385,1.8,Petrol,yes,1995
Mercedes-Benz,2150,sedan,360,2.9,Diesel,no,1997
Renault,11111,vagon,190,1.5,Diesel,yes,2011
Renault,7500,other,160,2,Gas,yes,2006
BMW,99999,other,0,3,Petrol,yes,2016
Volkswagen,20500,hatch,56,2,Diesel,yes,2014
Mercedes-Benz,119000,sedan,27,3,Diesel,yes,2014
Mitsubishi,40800,crossover,0,2.4,Diesel,yes,2016
Renault,10700,van,265,2,Diesel,yes,2007
Volkswagen,69990,van,1,2,Diesel,yes,2015
Mercedes-Benz,NA,other,24,4.7,Petrol,yes,2014
Volkswagen,12500,sedan,128,2,Petrol,yes,2007
Audi,15000,vagon,154,2,Diesel,yes,2008
Mitsubishi,6300,sedan,126,1.6,Petrol,yes,2006
Renault,13500,hatch,10,1.6,Petrol,yes,2014
Toyota,9700,sedan,130,NA,Petrol,yes,2008
Renault,NA,vagon,177,1.5,Diesel,yes,2007
Volkswagen,1900,sedan,297,1.6,Petrol,yes,1987
Volkswagen,17800,crossover,210,3,Diesel,yes,2005
Volkswagen,10000,van,71,1.2,Petrol,yes,2013
Volkswagen,10800,other,146,1.6,Diesel,yes,2012
Mercedes-Benz,10900,sedan,360,5,Gas,yes,2001
Volkswagen,15000,vagon,69,1.4,Petrol,yes,2012
Volkswagen,9850,sedan,110,2,Petrol,yes,2006
Mitsubishi,8500,crossover,320,3,Gas,yes,2000
Volkswagen,14900,vagon,170,1.6,Diesel,yes,2011
Mitsubishi,11500,sedan,72,2.4,Petrol,yes,2006
Audi,8500,sedan,247,2.5,Diesel,yes,2001
Mitsubishi,12900,sedan,40,2,Petrol,yes,2013
Mitsubishi,30500,sedan,72,2,Petrol,yes,2006
Audi,13900,sedan,150,NA,Petrol,yes,2006
Mercedes-Benz,43500,other,51,3,Diesel,yes,2014
BMW,30500,sedan,73,2,Petrol,yes,2013
Mercedes-Benz,1650,sedan,257,1.8,Gas,no,1995
Renault,9300,vagon,184,1.5,Diesel,yes,2011
Mercedes-Benz,30500,sedan,89,6.3,Petrol,yes,2008
Mercedes-Benz,16300,van,175,2.2,Diesel,yes,2010
Renault,5750,crossover,225,2,Gas,yes,2003
Mercedes-Benz,54500,sedan,29,3,Diesel,yes,2012
Mercedes-Benz,11500,van,209,2.2,Diesel,yes,2008
Mercedes-Benz,53500,crossover,46,5.5,Petrol,yes,2008
Renault,11300,van,183,2,Diesel,yes,2011
Volkswagen,13900,crossover,156,2,Diesel,yes,2012
Audi,14300,sedan,175,3,Petrol,yes,2006
Volkswagen,7500,van,280,1.6,Diesel,yes,2011
Volkswagen,55555,van,63,2,Diesel,yes,2013
Volkswagen,6999,hatch,195,1.4,Diesel,yes,2004
Mitsubishi,11499,van,98,2.4,Petrol,yes,2008
BMW,2850,sedan,214,1.9,Petrol,no,2000
Renault,7150,van,118,1.5,Diesel,yes,2008
Audi,25900,sedan,104,2.8,Petrol,yes,2010
Toyota,12500,hatch,75,1.4,Diesel,yes,2012
Mercedes-Benz,6200,van,196,2.2,Diesel,yes,2002
Toyota,28700,crossover,92,3.5,Gas,yes,2012
Volkswagen,6000,van,419,2.4,Diesel,yes,1995
Audi,44800,crossover,100,3,Diesel,yes,2014
BMW,37000,crossover,186,5,Petrol,yes,2008
Audi,8000,sedan,234,2.4,Petrol,yes,1998
Volkswagen,21500,sedan,1,1.4,Petrol,yes,2015
BMW,4700,sedan,200,2.5,Petrol,yes,1995
Mitsubishi,15500,crossover,102,3,Petrol,yes,2009
Renault,7900,van,149,1.5,Diesel,yes,2013
Toyota,32000,sedan,22,2.5,Petrol,yes,2015
BMW,26999,crossover,180,4.8,Gas,yes,2008
Toyota,7500,vagon,196,1.59,Petrol,yes,2003
Mercedes-Benz,10999,van,191,2.2,Diesel,yes,2007
Mitsubishi,7300,sedan,121,1.6,Gas,yes,2008
Mercedes-Benz,8000,van,280,2.2,Diesel,yes,2005
Mitsubishi,17555,crossover,115,3,Gas,yes,2008
Volkswagen,38000,crossover,189,3,Diesel,yes,2012
BMW,15400,vagon,179,2,Diesel,yes,2007
Volkswagen,10200,van,137,1.9,Diesel,yes,2008
Mercedes-Benz,7900,van,234,2.2,Diesel,yes,2002
Mitsubishi,6700,sedan,161,1.6,Gas,yes,2006
Mercedes-Benz,30000,other,176,5.5,Petrol,yes,2003
Volkswagen,11000,vagon,210,1.9,Diesel,yes,2008
Mercedes-Benz,38500,sedan,56,2.2,Diesel,yes,2014
Mercedes-Benz,7600,van,280,2.2,Diesel,yes,2001
Volkswagen,8900,hatch,90,1.9,Diesel,yes,2009
Toyota,23400,crossover,120,4,Petrol,yes,2007
Audi,37000,sedan,37,2.8,Petrol,yes,2012
Renault,5600,vagon,151,1.5,Diesel,yes,2006
Volkswagen,18900,sedan,75,1.8,Petrol,yes,2011
Mercedes-Benz,15900,vagon,219,3,Diesel,yes,2007
Mercedes-Benz,15200,sedan,170,2.8,Gas,yes,2007
Volkswagen,20700,vagon,74,2,Diesel,yes,2013
BMW,8200,sedan,210,3.5,Petrol,yes,1999
Mercedes-Benz,NA,crossover,0,3,Diesel,yes,2016
Mitsubishi,5400,van,300,1.6,Petrol,yes,2002
BMW,NA,crossover,0,3,Diesel,yes,2016
Mitsubishi,11700,sedan,82,1.5,Gas,yes,2010
Mitsubishi,12000,sedan,121,2.4,Gas,yes,2009
Volkswagen,8100,sedan,198,1.6,Petrol,yes,2007
BMW,19999,sedan,290,4.8,Petrol,yes,2006
Audi,32000,sedan,103,2,Diesel,yes,2013
Volkswagen,6200,van,340,1.8,Petrol,yes,1999
BMW,1500,sedan,270,2.5,Diesel,no,1992
Volkswagen,17900,other,119,2,Diesel,yes,2012
Mercedes-Benz,42500,sedan,140,5.5,Petrol,yes,2011
BMW,4000,sedan,335,2,Diesel,no,1999
Mitsubishi,13200,crossover,124,3,Gas,yes,2008
Mercedes-Benz,24990,sedan,85,5.5,Petrol,yes,2008
BMW,45200,crossover,68,3,Diesel,yes,2012
Toyota,18400,crossover,160,4.7,Gas,yes,2003
Volkswagen,9500,van,212,1.9,Diesel,yes,2006
Audi,25500,sedan,140,2.8,Petrol,yes,2012
Volkswagen,14999,crossover,200,4.2,Petrol,yes,2007
Volkswagen,10200,van,153,2.5,Diesel,yes,2007
Mitsubishi,7900,sedan,238,2,Gas,yes,2008
BMW,52222,hatch,3,2,Diesel,yes,2016
Mitsubishi,9000,sedan,110,2,Petrol,yes,2008
Audi,4200,vagon,215,2.5,Diesel,no,2003
Toyota,39500,other,100,4.5,Diesel,yes,2008
BMW,9000,sedan,245,3,Diesel,yes,2001
Mercedes-Benz,NA,crossover,35,3,Diesel,yes,2015
Mercedes-Benz,12000,van,177,NA,Diesel,yes,2013
Mercedes-Benz,23900,sedan,96,3.5,Petrol,yes,2009
Mercedes-Benz,55000,crossover,128,3,Diesel,yes,2013
Mercedes-Benz,NA,crossover,0,3,Petrol,yes,2016
Mercedes-Benz,11700,sedan,246,5,Petrol,yes,2004
Mitsubishi,40990,crossover,0,2.4,Diesel,yes,2016
BMW,42000,sedan,71,2.99,Petrol,yes,2011
Renault,12100,crossover,138,2.5,Gas,yes,2008
Toyota,11400,sedan,118,1.4,Petrol,yes,2010
Audi,7000,vagon,320,1.9,Diesel,yes,1996
BMW,3500,hatch,1,2,Petrol,yes,2006
Mitsubishi,23800,crossover,45,2.5,Diesel,yes,2015
Mercedes-Benz,10550,other,128,NA,Other,yes,2011
Mercedes-Benz,9500,other,220,2.2,Diesel,yes,2005
BMW,37500,other,55,2,Petrol,yes,2014
Renault,6000,van,1,1.9,Diesel,yes,2005
Mercedes-Benz,71999,crossover,0,2.2,Diesel,yes,2016
Mercedes-Benz,10150,other,190,2.2,Diesel,yes,2008
Audi,8300,sedan,186,2.5,Diesel,yes,1996
BMW,2600,sedan,270,2,Diesel,no,1998
Mercedes-Benz,3500,sedan,250,2.7,Diesel,no,2001
Mercedes-Benz,29900,crossover,86,3,Gas,yes,2010
Volkswagen,19999,sedan,107,1.8,Petrol,yes,2011
Volkswagen,6000,van,180,2,Diesel,yes,2008
Mercedes-Benz,10900,van,360,2.2,Other,yes,2006
Volkswagen,9999,van,165,1.6,Diesel,yes,2012
BMW,3700,other,110,2.5,Petrol,yes,1983
Volkswagen,12400,other,145,3.2,Petrol,yes,2007
Audi,3500,sedan,354,2.5,Diesel,no,2000
BMW,20900,crossover,230,3,Diesel,yes,2006
Audi,4150,sedan,220,2.5,Diesel,no,1999
Volkswagen,4100,van,345,1.9,Diesel,no,2002
Volkswagen,11500,sedan,70,NA,Other,yes,2014
Mercedes-Benz,28500,sedan,86,5.5,Petrol,yes,2007
Toyota,18900,crossover,90,2,Petrol,yes,2010
Mercedes-Benz,12500,van,167,2.2,Diesel,yes,2013
Mercedes-Benz,5500,sedan,199,NA,Petrol,yes,2000
Renault,2700,other,160,2,Petrol,no,2001
Audi,10200,sedan,120,2,Petrol,yes,2006
BMW,6900,sedan,238,3.5,Petrol,yes,1999
Mitsubishi,13200,crossover,79,2.4,Gas,yes,2009
Mercedes-Benz,124999,crossover,0,3,Diesel,yes,2016
BMW,4100,sedan,200,2.7,Petrol,yes,1988
Mercedes-Benz,3200,sedan,229,2.7,Diesel,no,2001
Toyota,13699,crossover,160,2,Petrol,yes,2007
Mitsubishi,5700,sedan,176,1.6,Petrol,yes,2004
Mercedes-Benz,6500,other,215,2.2,Diesel,yes,2000
Volkswagen,44000,crossover,150,4.2,Diesel,yes,2011
BMW,37000,sedan,130,3,Petrol,yes,2011
BMW,29500,crossover,189,3,Diesel,yes,2009
Audi,NA,hatch,243,2,Gas,yes,1987
Mercedes-Benz,99000,van,5,1.6,Diesel,yes,2013
Audi,2999,vagon,320,NA,Diesel,no,1999
Volkswagen,4900,sedan,350,2,Gas,yes,2000
Renault,5950,sedan,277,1.5,Diesel,yes,2005
Mercedes-Benz,18300,sedan,155,3,Petrol,yes,2007
Mercedes-Benz,4700,sedan,280,2.8,Petrol,yes,1993
Toyota,37500,crossover,115,5.7,Petrol,yes,2008
Volkswagen,15000,van,230,2.5,Diesel,yes,2007
Audi,2800,sedan,330,NA,Other,yes,1989
Mercedes-Benz,6900,sedan,350,3,Diesel,yes,1994
Mercedes-Benz,8300,van,230,2.2,Diesel,yes,2004
Renault,3600,van,199,1.9,Diesel,yes,2000
Audi,2500,vagon,280,2.5,Other,no,1999
Toyota,NA,crossover,0,4.5,Diesel,yes,2016
Volkswagen,40500,crossover,37,3,Diesel,yes,2012
Mercedes-Benz,85000,van,3,2.2,Diesel,yes,2016
Audi,4800,sedan,341,2.8,Petrol,yes,1992
Volkswagen,2500,sedan,440,1.6,Diesel,yes,1991
Mercedes-Benz,9500,vagon,180,3.2,Diesel,yes,2002
Toyota,12700,sedan,160,2.4,Gas,yes,2005
Volkswagen,10799,van,128,1.9,Diesel,yes,2010
Audi,27300,other,150,4.2,Petrol,yes,2007
Volkswagen,20500,hatch,800,2,Diesel,yes,2013
Toyota,21999,other,65,2.5,Petrol,yes,2012
Mercedes-Benz,14500,van,300,2.2,Diesel,yes,2005
Audi,12500,sedan,146,1.8,Petrol,yes,2007
Renault,7200,van,123,1.5,Diesel,yes,2012
Mitsubishi,8200,sedan,160,2,Gas,yes,2007
BMW,NA,crossover,5,4.4,Petrol,yes,2015
Mercedes-Benz,23999,other,150,NA,Diesel,yes,2010
Volkswagen,13200,van,150,1.4,Gas,yes,2012
Audi,22500,sedan,124,3,Diesel,yes,2008
BMW,4000,sedan,230,2,Diesel,no,2003
Mitsubishi,9200,other,0,NA,Other,yes,2007
Toyota,11300,sedan,260,3.5,Gas,yes,2007
Toyota,9300,sedan,185,1.6,Gas,yes,2008
Mitsubishi,20000,crossover,135,2.5,Diesel,yes,2011
Volkswagen,17000,other,184,3.6,Petrol,yes,2008
BMW,56500,crossover,45,3,Diesel,yes,2014
BMW,8700,sedan,355,3,Diesel,yes,2000
BMW,4600,sedan,340,2,Gas,yes,1995
BMW,5500,sedan,249,NA,Other,yes,1995
Mercedes-Benz,35000,crossover,154,3.2,Diesel,yes,2008
Volkswagen,6900,sedan,256,1.8,Petrol,yes,2002
Volkswagen,4200,van,210,2,Diesel,no,2004
Renault,5650,hatch,175,99.99,Other,yes,2002
Mitsubishi,22500,other,57,2.5,Other,yes,2013
Volkswagen,4500,van,380,2,Diesel,yes,2004
Volkswagen,4800,hatch,90,1.9,Diesel,yes,1992
Volkswagen,10900,sedan,136,1.8,Petrol,yes,2008
Volkswagen,9900,other,178,2.5,Diesel,yes,2007
Mercedes-Benz,NA,other,0,4.7,Petrol,yes,2016
Mercedes-Benz,11900,sedan,110,2.57,Petrol,yes,2004
Mercedes-Benz,5200,sedan,370,2,Petrol,yes,1997
Volkswagen,17400,sedan,73,1.8,Petrol,yes,2012
Renault,6799,van,140,1.5,Diesel,yes,2012
Mitsubishi,NA,van,138,2.4,Petrol,yes,2007
Mercedes-Benz,2300,sedan,300,2,Petrol,yes,1991
Mercedes-Benz,32800,crossover,109,3,Diesel,yes,2011
Volkswagen,4999,sedan,145,2,Petrol,yes,2000
Volkswagen,10900,vagon,185,1.4,Petrol,yes,2011
Mercedes-Benz,34999,other,85,5.5,Petrol,yes,2008
Mercedes-Benz,NA,crossover,0,3,Diesel,yes,2016
Volkswagen,4100,hatch,160,1.8,Petrol,yes,2006
Toyota,9000,sedan,232,2.4,Petrol,yes,2005
Toyota,18900,crossover,161,2.7,Gas,yes,2005
Volkswagen,16500,sedan,123,1.8,Petrol,yes,2010
Toyota,14474,crossover,115,2,Petrol,yes,2007
BMW,3999,sedan,250,3,Diesel,no,2000
Audi,5000,sedan,370,2.3,Petrol,yes,1991
